ID,Timestamp,Distance(km),Total_CO2(kg),Base_CO2(kg),Idle(sec),Start_Location,End_Location,Is_Synthetic
69,2026-04-29 19:37:57,22.128994030434825,5.991939507112897,2.655479283652179,521.0,"Location: 30.4103318,77.9695103","Synthetic Dest",false
204,2026-04-29 18:07:11,11.253598271741152,3.1467796130356116,1.3504317926089382,248.0,"Location: 30.41623772,77.96864387","Synthetic Dest",false
215,2026-04-29 17:54:55,12.24600696548537,3.450159355434887,1.4695208358582443,318.0,"Location: 30.4102961, 77.9694988","Synthetic Dest",false
254,2026-04-29 17:23:18,16.326827430735054,4.782235538121626,1.9592192916882065,509.0,"Location: 30.4103288, 77.9695098","Synthetic Dest",false
239,2026-04-29 15:47:52,9.359630854914304,2.5973021818530286,1.1231557025897165,558.0,"Location: 30.4103318,77.9695103","Synthetic Dest",false
182,2026-04-29 15:18:21,8.715830527439888,1.3575124454401257,1.0458996632927864,406.0,"Destination: roorkee","Synthetic Dest",false
250,2026-04-29 14:55:17,12.986475225370862,3.415676411495488,1.5583770270445034,519.0,"Location: 30.41623772,77.96864387","Synthetic Dest",false
189,2026-04-29 14:15:37,17.91405292692464,4.284446890378133,2.1496863512309567,40.0,"Location: 30.4103288, 77.9695098","Synthetic Dest",false
49,2026-04-29 14:02:28,18.50031316473238,4.497005875595252,2.2200375797678853,430.0,"Location: 30.41623772,77.96864387","Synthetic Dest",false
71,2026-04-29 13:41:08,29.892715998797595,6.448748927755324,3.587125919855711,398.0,"Location: 30.4103402,77.9695098","Synthetic Dest",false
188,2026-04-29 12:33:16,9.83270974208266,2.8687038735918007,1.179925169049919,404.0,"Location: 30.4102662,77.9695082","Synthetic Dest",false
251,2026-04-29 12:05:22,23.346420502519777,4.898735221545439,2.801570460302373,296.0,"Destination: roorkee","Synthetic Dest",false
168,2026-04-29 11:41:28,24.96981640835227,7.172573203795574,2.996377969002272,103.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
157,2026-04-29 11:10:12,10.55581251027332,1.6824638948568145,1.2666975012327983,247.0,"Location: 30.4103402,77.9695098","Synthetic Dest",false
170,2026-04-29 10:48:00,18.83405277453371,4.3653757363763335,2.260086332944045,251.0,"Location: 30.4102662,77.9695082","Synthetic Dest",false
89,2026-04-29 10:34:45,7.806632185150566,1.6532708775058769,0.9367958622180679,247.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
62,2026-04-29 10:29:32,8.56807317778178,1.5957791025250958,1.0281687813338136,527.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
55,2026-04-29 10:18:49,25.53037718111232,3.9221986824095456,3.0636452617334786,79.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
59,2026-04-29 09:12:05,31.020620522748402,8.092961159124881,3.7224744627298083,574.0,"Location: 30.4103402,77.9695098","Synthetic Dest",false
60,2026-04-29 08:40:25,24.65423202151163,4.257805967527952,2.9585078425813953,401.0,"Location: 30.4102945,77.9695041","Synthetic Dest",false
90,2026-04-29 05:27:26,31.56844713627137,6.191341263549753,3.788213656352564,161.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
162,2026-04-29 05:20:26,12.678990009051901,3.0021354390407176,1.5214788010862281,355.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
153,2026-04-29 04:42:32,12.453336306860475,2.048935081372303,1.494400356823257,438.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
66,2026-04-29 04:18:52,31.1272833544493,8.775030990107828,3.7352740025339157,58.0,"Location: 30.4102662,77.9695082","Synthetic Dest",false
253,2026-04-29 03:41:23,25.335531388466894,6.980978673172738,3.040263766616027,39.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
231,2026-04-29 03:35:44,29.307957185254452,5.846693961321179,3.516954862230534,261.0,"Location: 30.4103318,77.9695103","Synthetic Dest",false
238,2026-04-29 02:55:41,13.27218262703678,2.94256466497792,1.5926619152444137,518.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
223,2026-04-29 01:43:46,26.41323892164425,7.329934840499962,3.1695886705973098,318.0,"Location: 30.4102662,77.9695082","Synthetic Dest",false
240,2026-04-28 23:56:27,5.578870610029658,1.2779386411792888,0.669464473203559,488.0,"Location: 30.4103288, 77.9695098","Synthetic Dest",false
177,2026-04-28 23:31:32,26.329270701644745,7.666459370888045,3.159512484197369,362.0,"Location: 30.41623772,77.96864387","Synthetic Dest",false
208,2026-04-28 22:42:33,30.86070022912912,5.32090093879157,3.703284027495494,284.0,"Location: 30.4103318,77.9695103","Synthetic Dest",false
137,2026-04-28 22:42:33,24.22122864628767,6.556916862525381,2.9065474375545204,147.0,"Location: 30.4103318,77.9695103","Synthetic Dest",false
16,2026-04-28 21:51:29,19.73689545854827,5.430301301734079,2.368427455025792,394.0,"Location: 30.4102944,77.9694729","Synthetic Dest",false
176,2026-04-28 21:40:31,33.1228921519137,7.403217641790585,3.974747058229644,119.0,"Location: 30.4102961, 77.9694988","Synthetic Dest",false
154,2026-04-28 20:35:48,7.255886464183496,1.1765029516118255,0.8707063757020196,390.0,"Location: 30.41623772,77.96864387","Synthetic Dest",false
108,2026-04-28 20:06:56,31.246373670430447,4.9231613653233035,3.7495648404516535,366.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
76,2026-04-28 19:42:17,13.795263117636322,2.465267811596645,1.6554315741163586,151.0,"Location: 30.4102961, 77.9694988","Synthetic Dest",false
171,2026-04-28 18:52:11,28.41971993814637,6.332959430901496,3.410366392577564,512.0,"Location: 30.4103318,77.9695103","Synthetic Dest",false
225,2026-04-28 18:26:44,28.241294709532273,4.661080793640596,3.3889553651438726,4.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
86,2026-04-28 17:39:48,7.79087058452049,2.2988601450568673,0.9349044701424587,477.0,"Location: 30.4102662,77.9695082","Synthetic Dest",false
160,2026-04-28 17:14:37,8.516533973696376,1.3571259346013382,1.021984076843565,440.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
201,2026-04-28 17:08:42,8.45114182920873,1.959091160718578,1.0141370195050476,393.0,"Location: 30.4103318,77.9695103","Synthetic Dest",false
40,2026-04-28 17:05:10,16.826385982390484,3.3292915644952314,2.019166317886858,187.0,"Location: 30.41623696,77.9686324","Synthetic Dest",false
67,2026-04-28 16:08:44,9.361552644312361,1.5492654173656377,1.1233863173174834,408.0,"Location: 30.4103288, 77.9695098","Synthetic Dest",false
74,2026-04-28 16:07:36,16.609854352499525,3.365598492813827,1.9931825222999429,284.0,"Location: 30.4103402,77.9695098","Synthetic Dest",false
17,2026-04-28 15:50:43,18.69784373752264,3.896491031700437,2.2437412485027166,296.0,"Location: 30.4103141,77.9695107","Synthetic Dest",false
246,2026-04-28 15:11:02,5.630096711354769,1.6018615072156792,0.6756116053625723,173.0,"Destination: roorkee","Synthetic Dest",false
122,2026-04-28 14:00:38,6.235517090253973,1.0790093564335352,0.7482620508304767,104.0,"Location: 30.4103169,77.9694904","Synthetic Dest",false
134,2026-04-28 13:56:38,15.831147771815477,4.105148755162737,1.899737732617857,147.0,"Location: 30.4102662,77.9695082","Synthetic Dest",false
79,2026-04-28 12:57:37,15.323896683962284,4.514928424805593,1.838867602075474,327.0,"Location: 30.4102945,77.9695041","Synthetic Dest",false
234,2026-04-28 12:51:27,18.290162046541827,4.620016570877086,2.194819445585019,374.0,"Location: 30.4103402,77.9695098","Synthetic Dest",false
116,2026-04-28 11:53:18,30.108244346484142,4.930050350270479,3.612989321578097,23.0,"Location: 30.4102961, 77.9694988","Synthetic Dest",false
151,2026-04-28 11:37:01,28.735817612404716,8.464436282402602,3.448298113488566,274.0,"Location: 30.4102945,77.9695041","Synthetic Dest",false
187,2026-04-28 11:22:46,25.195462678506235,3.903741683851872,3.023455521420748,146.0,"Location: 30.4103288, 77.9695098","Synthetic Dest",false
14,2026-04-27 20:45:51,25.325782454513114,7.011213326381377,3.0390938945415735,22.0,"Location: 30.4102944,77.9694729","Synthetic Dest",false
15,2026-04-27 14:04:56,28.011363376497364,5.6972826589316785,3.3613636051796836,208.0,"Location: 30.4102944,77.9694729","Synthetic Dest",false
10,2026-04-26 14:44:54,11.423418741201106,2.347581678592302,1.3708102489441327,589.0,"Location: 30.4103141,77.9695107","Synthetic Dest",false
